elapsed,786971,1619208369310,intermediate
L3DP1XBRH4FR,strike,the batter swung at the pitch and missed for a strike.
MN7EQEESQMX0,foul,the batter made contact with the pitch and chopped it foul at the plate.
ENEXM0OLK30R,strike,the batter did not swing at the pitch.  The umpire ruled the pitch a strike for going through the strike zone.
GGJ5Y7HOAU5J,foul,the batter made contact with the pitch and fouled it off.
UJNDAW74U5BD,out,the batter made contact with the pitch, hitting it into the air and a fielder caught the ball in the air.
27W093SA68VD,play,the batter made contact with the pitch and hit it into the air.  The fielder was unable to catch the ball in the air so the outcome was a hit.
L71FB2ZFBBOU,strike,the batter swung at the pitch and missed making contact.
7RCX58MIY1CY,foul,the batter made contact with the pitch and hit it in the air into foul territory.
RF0ZCIEQ3MUF,foul,the batter made contact with the pitch and hit it into foul territory.
QKZY06HKQWB7,ball,the batter did not swing at the pitch.  The umpire ruled the pitch a ball because it missed going through the strike zone.
