elapsed,580926,1617055493729,advanced
VXWS32JH33VP,strike,the hitter swung and missed the ball for a strike.
W86SYHUO754N,ball,it was not in the strike zone, the batter did not swing so it was called a ball by the umpire.
9TFNXKTFFQAD,play,the batter hit the ball to the 2nd baseman who threw it to first base for a out.
N0EYOT2J8U8E,foul,the batter swing, getting a piece of the ball but fouling it off back behind the plate.
5P9NTLOQ929R,strike,it is was over the plate and in the strike zone but was hit by the batter.
G9OBJ3BOJC3S,out,the batter hit the ball in the air to centerfield where it was caught the centerfielder for an out.
01O648H97A4D,play,it was hit by the batter, on the ground, back to the pitcher who threw it to first base to record the out.
59AWM4U4Z6QU,ball,it was low and outside the strike zone and the batter did not swing so the umpire called it a ball.
KIFK426DT1VF,play,the batter hit the ball, on the ground to the shortstop who threw on to first base for an out.
PUMEHKWN9DWE,strike,the hitter swung and missed the ball.
