elapsed,447051,1619289721125,intermediate
OJP3B70WT84L,strike,the batter swung and missed.
N3R7R6NUU8E7,foul,the batter hit the ball into foul territory.
LVQV6JWXFXGH,ball,it was above the strike zone.
H3YRW898EZNT,ball,it was below the strike zone.
XGOK1IZ9NG3M,play,the batter hit a ground ball between first and second base.
SH78CECKN5O9,out,the batter hit a fly ball to right field and the right fielder caught the ball.
NZH9FZDGB3XD,ball,it was below the strike zone.
F1NWCI62RI92,out,the batter hit a pop up and third baseman caught the ball.
I2B8EB2RAEK1,out,the batter hit a fly ball to left field and the left fielder caught the ball.
70A6CE16XVVC,strike,the batter swung and missed.
