elapsed,345887,1616791537240,advanced
QNBTJWRTAX9L,ball,it did not cross the plate in the strike zone and the batter did not swing.
94EUYPS5JDXZ,ball,it did not cross the plate in the strike zone and the batter did not swing.
IEB2LQZP5Z16,play,the batter swung and hit the ball into play.
11QAQEC4RYWI,play,the batter swung and hit the ball into play.
2YPZ3L7F0JP5,play,the batter swung and hit the ball into play.
ILHVD8B6UQ0E,strike,the batter swung and missed.
ZATVV77Z8UWT,foul,the batter swung and hit the ball foul and likely out of play.
0L9IZYQY93Y8,ball,the ball crossed the plate outside the strike zone and the batter did not swing.
T8Q145DFPBSC,strike,the batter swung and missed.
IUTKJWTP05V7,strike,the ball crossed the plate in the strike zone and the batter did not swing.
