elapsed,446446,1619132472964,intermediate
VLENVSI7J3HG,play,The batter hit a single and ended up at first base.
RLRF3U5720AS,play,The hit was a home run and went over the outfield fence. 
HHXWFE55AWRC,play,It is the only option that works it was a ground ball that resulted in an out.
7KPB2Y8SWBHX,strike,The umpire called a strike and the ball was in the strike zone.
BEWP8N9C236M,play,The ball was a ball hit into play on the ground that resulted in a out.
HB7SWTL9X9SW,ball,The ball was out of the strike zone and there was information that showed it was ball 3.
S4HQNL6MRBGM,strike,The batter swung and missed and the umpire called a strike.
O1QCBT3BPB4V,foul,The batter hit the ball but it went backward and out of play.
19GNEJMA4HVR,play,The ball got past the 2nd basemen and the hitter got a single.
QH8B2IAUU0D0,strike,The batter struck out and took a swing and a miss.
