elapsed,321224,1620065622420,intermediate
NOJ3RDVQJICG,out,the outfield player caught the ball in his mitt before it hit the ground
ZLXLCR8HA0J8,out,the outfield player caught the ball in his mitt before it hit the ground
BCLV4PD7HK3E,foul,the hitter hit the ball up in the air and outside the field of play and no one caught it
K4Z018ZHT183,out,the defensive player caught the ball in his mitt before it hit the ground
0EIOX0FEYI0Q,out,the outfield player caught the ball in his mitt before it hit the ground
YON45H10D56O,play,the ball was hit in play on the ground by the batter
NBMWMYDMGHWV,strike,the hitter swung at the pitch and missed the ball
0EFXT3P9ZJLG,foul,the batter hit the ball out of the field of play, not fair, and no one caught it
1PXKYO0A7X2I,ball,the pitch missed the strike zone, and it was ruled a ball by the ump
ANVYS9Q6W76D,play,the batter hit the ball into play on the ground
