elapsed,923526,1619138019768,advanced
AHHVTT3LAZAU,foul,then the batter hit the ball on the ground into foul terrritory.
PH6DBV0KZGJU,ball,the batter did not swing and the pitch was not thrown through the strike zone and the umpire did not signal for a strike.
CMOK5BTDUONX,strike,the batter swung at the pitch but did not make contact with the ball.
5BPL91VD5HRQ,foul,the batter swung and hit the ball into foul territory and it was not caught.
JDASBJFAFTZZ,strike,the batter did not swing at the pitch but it was thrown through the strike zone and the umpire ruled it to be a strike.
G5QC0ZBKALPU,foul,the batter swung at the pitch and hit the ball on the ground into foul territory.
SU87F46RY3KP,ball,the batter did not swing at the pitch. The pitch was not thrown through the strike zone and the umpire did not signal for a strike.
W0FAB232JQIA,ball,it was taken by the batter. The pitch did not cross home plate in the strike zone and the umpire did not signal for a strike.
LXKXY0SRNXTQ,strike,there was no swing from the batter but the umpire signaled for a strike.
DJWNAS0X7GPL,strike,it was right down the middle of the plate. Starlin Castro was baffled by this room service pitch but the umpire was not and signaled that it was a strike.
