elapsed,1029474,1616880990083,advanced
XB6KEFUB97AH,foul,a batted ball settled on foul territory
08LFSJXW38AQ,out,a right fielder gained secure possession of a batted ball in flight
2578OEOK4QYF,strike,the hitter swang at a pitch and missed
9IPD0MKNPRFU,ball,pitch was outside the strike zone and the hitter didn't swing 
RYUI5QET616Y,foul,a batted ball settled on foul territory
31G7B4JRWRVD,foul,a batted ball settled on foul territory
U4PEWQU9B70O,foul,a batted ball settled on foul territory
2YMOZKGVVO4B,play,it was a home run that is hit out of the playing grounds
9HSYBB5Q2FGH,strike,the hitter swang at a pitch and missed
DWFTSDYQ3QVZ,strike,the hitter swang at a pitch and missed
