elapsed,301316,1619208599845,advanced
FORQYIYLK3Q5,ball,The ball did not cross the plate inside of the strike zone and was called a ball by the umpire.
TN7F0H0R0OV6,play,The batter hit the ball on the ground to the short stop.
B016GUV4XE34,strike,The batter swung at the pitch and missed for a strike.
G807JF7PHLFV,ball,The ball did not cross the plate inside of the strike zone and was called a ball by the umpire.
H3OIAVKQ2LFK,play,The batter hit the ball on the ground to the third baseman.
6RWZEJ0XG5ZY,strike,The ball crossed the plate inside of the strike zone and was called a strike by the umpire.
111FJEAA40OZ,foul,The batter hit the ball on the ground, however, it was outside of the field of play. Therefore, it is a foul ball.
3XJ1A01PK3NG,foul,The batter hit the ball straight back to the back stop for a foul ball.
DGHOSX8FAYQC,out,The batter hit the ball to the outfield where it was caught in the air by the center fielder.
N3HPKUQCRX4T,strike,The ball crossed the plate inside of the strike zone and was called a strike by the umpire.
