elapsed,574786,1617132891863,intermediate
LC52M531ATF6,play,then the batter hit the ball on the ground.
M7S10F0N79A0,ball,the ball crossed home plate out of the strike zone.
2MJKUIFJMOVV,out,was hit in the air and cought in play.
DCDJ5WUVE8ZM,play,the batter hit the ball on the ground.
JR5W5YIFKK9W,none,video did not load.
M4MR6796M8YZ,ball,crossed home plate outside the strike zone.
ZBOR0CZ7AFHE,foul,the batter hit the ball to foul territory.
RC75B3F475BJ,ball,ball crossed home plate outside the strike zone.
EPG8SSR2YE2D,strike,the batter swinged and missed the ball.
7777ZEHW2V3T,ball,the ball crossed home plate outside the strike zone.
