elapsed,229883,1617053887940,expert
1TBEGC0YI66T,out,The call did not touch the ground and landed in the fielder's glove.
UOW209IR9A6Q,strike,He swung and miss.  Thus, is a strike.
ZH02XR3REOZJ,ball,It was outside of the strike zone.
RZU7BXKPESVC,ball,It was outside of the strike zone.
P9JH9KOR7VUK,ball,The runner walked because of ball 4.
AH6GBKYSAG3V,out,The runner is out because the ball was caught in the air.
J8P9MUCZK3U0,strike,The ball landed in the strike zone.
SWJI1NIX8WOL,strike,The ball landed in the strike zone.
XVWY30KEG31J,strike,the batter swung and missed.
W1ND57WTYJNE,ball,It was a ball high.
