elapsed,468992,1617130535097,intermediate
KUP0J23OA793,play,then the hitter lined a ball into the outfield for a hit and got on base.  The fielder caught the ball on a hop.
NZ6BZ3GC3KIJ,out,then he hit the ball into the outfield.  The fielder caught it in the air.
LAQ32UA0OKPU,strike,then the batter did not swing at it.  The ball was over the plate and the umpire signaled a strike.
NNS10B3O08MJ,foul,then the hitter fouled it off.  It was not hit into the field of play so it would be a foul.
AAT8EDN0SMWX,ball,then the batter did not swing.  The ball was out of the strike zone so it was a ball.
2MR7MQLCW9L1,foul,then the batter made contact with the ball.  The ball left the field of play.
VYA79EKKAEZ2,ball,then the batter did not swing.  The ball was out of the strike zone.
UFU3WKBVWM5Y,out,then the batter popped it up.  The shortstop caught it in the air.
W2X4KBILJKRR,play,then the batter grounded the ball up the middle.  The fielder fielded it and threw him out.
EUNLN0COYN7U,foul,then the batter made contact.  The ball was hit out of the field of play.
