elapsed,486765,1616880538056,intermediate
LREHB70VAG13,strike,it was inside the box.
8K6FUPAIS31S,play,the batter hit the ball.
ZAOWB6J6NA0P,out,and the player caught the ball.
R5K3P4QJQ985,strike,the batter swings his bat.
R2D8XY5A3355,foul,the ball was in foul territory.
WQ9UCHNM3YLX,out,the outfielder caught the ball.
TF29VKPG3GQA,out,the outfielder caught the ball.
ZMSK37IEZXHC,foul,the ball was in foul territory.
TXQ3HIPQD5R3,strike,the batter swings his bat.
5K2TVPZQT03A,ball,the ball was outside the box and did batter did not swing.
