elapsed,463598,1619127220190,intermediate
TSILRJ3OUQNR,ball,the batter didnt swing but the ball ended up out of the strike zone
DHB8156K1ZW4,ball,the batter did not swing but the ball landed outside the strike zone
O8UDTJGVNYV1,play,the batter made contact and smashed the ball through the left side of the infield for a hit
RTQCK1MXX53Q,foul,the batter hit it but it did not go in the field of play
RH403BFWF22Q,play,the batter made contact but the second baseman threw him out in time
MKH8F7BK9I75,play,the batter made contact with the ball going to the left side of the infield where the third baseman grabbed it and threw him out
DUNFG5XPCCM3,ball,the batter did not swing but it was way high and outside the strike zone
IHPG1P0EAVGR,foul,the batter made contact but it did not make the field of play, thus a foul ball
KVHASUNHP46V,ball,it bounced before it crossed home plate which is a ball
7C5S0GYGO5VD,strike,the batter did not swing, yet the ball crossed the strike zone, thus a strike
