elapsed,367324,1619126467326,advanced
KMKMGW84UEVK,strike,The batter did not swing and the umpire called it a strike. 
K85O0J9M9AIT,play,The batter hit the ball and it was not caught.  it was a home run.  
TE8GMYL5OHK8,ball,The batter did not swing and the umpire judged it was not a strike. it was high and outside.  
4QG7ZP7CNXDL,foul,The batter hit the ball with the bat and the ball went into foul territory 
N0AF2RV1GQXL,foul,The batter hit the ball but it id not go into fair territory. 
RKY33TZVDQPN,play,The batter hit the ball and it fell into fair territory without being caught.  
33AW6JG670XU,strike,And the batter swang and missed. 
P84GL1QEL60G,strike,The batter did not swing and the umpire judged it was a strike. 
PVOW7UGYVBYI,foul,The batter hit the ball and it landed in foul territory- in the stands.  
K4GWPLLTRZ86,ball,The batter did not swing and the umpire judged it was not a strike.  
