elapsed,380511,1619293291825,advanced
1EAJ5DWX82XX,strike,It was in the strike zone. The  batter did not  swing
U1JK3R7GLSGA,foul,the batter hit it. It did not land in the field of play and is considered foul
VU9YSJ8RIRTN,foul,the batter hit it. It did not land in the field of play and is considered foul
6G21EIWEO8XF,ball,it was outside the strike zone. The batter did not swing
TPCJV473AOL5,ball,it was outside the strike zone. The batter did not swing
PSD6PB693HAB,strike,the batter swung and missed
5HBHT3BZPB28,strike,the batter swung ands missed
BZGWZ4TD57EO,foul,the batter hit the ball. However, the ball did not land in the field of play and is considered foul
0D97B4FJH2LQ,foul,the batter hit it. However, the ball did not land in the field of play and is considered foul
JHFCSKSN5LOW,strike,it was in the strike zone. The batter did not swing so it is a called strike
