elapsed,396862,1619289697640,intermediate
KMB8W8RN6QAE,play,the batter hit the ball and it bounced on the ground back to the pitcher who then through the batter out at first base
BU35V26HBDDP,play,the batter hit the ball to the third baseman, who then through the hitter out at first base
WPF51VVXMLBH,ball,the ball was out of the strike zone and the batter did not swing
W50BA5687HPF,strike,the batter swung at the ball and missed
RKGVFJNBYUD5,none,video did not load
GV9SFKRGVWD9,out,the batter hit the ball in the air to center field, and it was caught
PFD2ERZXN6DQ,strike,the batter swung at the ball and missed
BMRQHATFE1U7,out,hit the ball into the air and it was caught by an outfielder
O8KX06I0N18W,play,the batter hit the ball in to the outfield without it being caught.
6TBHQ2Q5GYSV,play,the batter hit the ball on the ground to the short stop
