elapsed,419279,1619208002885,intermediate
6Z469I5WPN8L,strike,The batter swung an missed
4UCTNY57EGDF,foul,The batter hit the ball outside the field of play.
THALB8BC0OKJ,strike,in the strike zone and the batter did not hit it.
EP5RN1N0TAK1,foul,The batter hit the ball outside the field of play.
0SV87WWUJM6G,out,the batter hit the ball into the air and it was caught by the fielder.
CR534B2SEPYA,play,the batter hit the ball which landed in the field of play before a field could catch it.
HLA0P5FBKSOJ,play,the batter hit the ball into the field of play.
GX2SYASQVGIG,strike,was in the strike zone, The batter did not swing.
EPQ2EMOXTVC9,strike,batter swung at the ball and missed.
E40GRXPSLG7N,strike,was in the strike zone, The batter did not swing.
