elapsed,1362344,1616040728802,intermediate
A3O9NLBRUZ62,foul,striker hit the ball which landed outside the foul line.
ZU3O0TOG7DZ0,play,the striker hit the ball within the fair play area
AABJH9GRWSA9,ball,the ball bounced before it reached the striker and outside the strike zone
B3IDRN9VNM5G,play,the striker hit the ball in fair play area
AX8X1COROVP1,ball,it was outside the strike zone. Hitter didn't swing his bat
UAA644168VPL,ball,it was outside the strike zone. Hitter didn't swing his bat
UB904S06C7BA,play,the batter hit the ball  which was picked up by a fielder
WTWYTFKPEOCU,out,the batter hit the ball in the air which was caught by a fielder
BFZVCI2KV1AR,foul,the batter hit the ball which landed behind the foul lines
57R0NIIGGQVF,foul,the batter hit the ball which landed behind the foul lines
