elapsed,321251,1616879189869,advanced
1TBKR8GWUUA0,out,The third basemen caught the foul ball.
SYUU8Y8PS5LY,play,the player hit it to the outfield.
7Q4N41U6G7SR,foul,bounded it in foul territory.
HUM6K95IMIND,foul,Hit it in the foul territory.
85FHWS0YXFCQ,strike,he hit a strike and grounded out.
JQTI9DDK13DI,out,he flew out to the right fielder.
7ELVHKP1RKJU,out,He flew out to the center fielder.
ERTU7KTR8PGX,play,it was hit up the middle.
4ZR3VNFEWA6Y,strike,it landed in the strike zone.
4NU100U4ANCR,strike,it landed in the strike zone.
