elapsed,645268,1616795281493,advanced
6F8O3BRFMA80,ball,It was outside the strike zone. The umpire ruled it a ball.
MJHQHUP8K4EA,strike,The batter swung and missed.  It was ruled strike three.
SZTHT2YHU3Z9,foul,The batter hit the ball. It was not in play so it is a foul ball.
A7BFPXCUBAYV,foul,The batter swung and hit the ball. It was not in play so it is a foul.
P1NFZOPI1SS2,ball,The pitch was outside the string zone.  The umpire ruled that the batter did not swing so it was a ball.
15GH4C1C8XJ8,foul,The batter hit the ball. It was not in the play of field so it is a foul.
7E7Z07IVGWLD,out,The batter hit the ball. It was fielded by the pitcher and thrown to first.  The batter is out.
K59A7IKBSWQ1,out,The batter hit the ball. It was fielded by the pitcher and thrown to first.  The batter is out.
OKWQUACZ3DKA,foul,The batter hit the ball. It was not in the play of field so it is a foul.
R27AXQZS68CC,strike,The batter swung and missed.  This is a strike.
