elapsed,454213,1617058863001,intermediate
YCT5VWZKI9AA,out,the batter hit the ball to centerfield and the centerfielder caught the ball.
4IAZOQCWAMN8,ball,the ball was below the strike zone
EZWRUT1IQOY2,strike,the batter swung and missed.
AD9XMU2ZW7JR,strike,the ball was in the strike zone and umpire called it a strike.
EHG7E2W0CUU1,play,the batter hit a ground ball to the shortstop.
Y640IOJ9W4QF,foul,the batter hit the ball to foul territory.
ARCSM243V82E,out,the batter hit the ball to high left field and the leftfielder caught the ball.
T9ASN4SRZO9T,play,the batter hit a ground ball to the shortstop.
5O9LOZRKO0J0,ball,the ball was above the strike zone.
CT345M0TJ0MG,foul,the batter hit the ball into foul territory.
