elapsed,428687,1616883205607,intermediate
25YZ5JQIKMR8,foul,The batter hit it into foul territory.
OMR0RZB66TZ0,strike,The batter swung at the ball but missed.
U9O1XGTFZU52,strike,The pitcher threw a strike, but the hitter did not swing at it.
854WCLRJ49PA,play,Not a hit, the runner was thrown out at first.
GQBXTHM8RSDU,ball,Pitcher failed to hit the strike zone.
I6FCGUJUTXQQ,foul,The batter hit it into foul territory.
SW5IC5ENI0O5,play,Not a hit but, a double play-2 outs!
BIZXS7Q27WU1,foul,The batter hit it into foul territory.
UHR042UDIP8E,foul,The batter hit it into foul territory.
LOSS1YSF0TQA,foul,The batter hit it into foul territory.
