elapsed,392642,1616092442057,intermediate
E1E17XBJO2TZ,strike,Batter swung and missed
KWTB168HDF72,out,the batter hit the ball and an outfielder caught it
L4Y1Q1V5IO10,strike,batter didn�t swing and the umpire called it as a strike
5F5Y7FAR76M1,out,batter hit ball that was caught by shortstop
CQ6XHGPI823R,play,Batter hit a grounder
QW8C8G1DV52M,ball,it was outside the striking box and the batter didn�t swing
U0ZEH1ZI9A00,strike,batter didn�t swing but it was inside the striking box
OGPAYM1HS3S4,foul,Batter hit the ball but it went outside the foul lines
4WYX2RA619EV,out,batter hit the ball but the outfielder managed to slide catch
WKE42EQ8P3FL,strike,batter swung and missed it
