elapsed,414432,1619124479892,intermediate
95CHHA7NOMPJ,ball,it was both outside the strike zone and the batter did NOT swing.
1RWMZDRZ84Y1,out,the ball was caught in the air after being hit.
JGTXJGKK10N9,play,the batter hit a ground ball to the left fielder.
JTBV059F7LPD,strike,it passed through the strike zone without the batter swinging.
AS8N5BML10CY,ball,it was outside the strike zone and the batter did not swing.
PDOL3RLYRD29,play,the batter hit a ground ball back to the pitcher.
6BHK81ASWQH5,out,the batter hit it via flyout to center field.
14ZMWHDAN9N8,ball,it was outside the strike zone without the batter swinging.
1M6Y0LT735PO,ball,it was outside the strike zone without the batter swinging.
IMCD0DSS3C34,foul,the batter made contact but the ball went out of play.
