elapsed,830758,1619134939713,intermediate
ZYR9PUB7UV97,ball,it was caught outside of the strike zone
WFB7ETO91WVS,out,the player hit the ball and the infielder caught it in play.
A3QXOEC8K75T,play,this is a home run. It was hit and went into the stands.
JJ0I9E4EH5DL,out,after it was hit, the outfielder ran to it and caught it in play.
AHPY9WERHUKN,ball,it went very low and even hit the ground.
79IW5WSVWSQA,strike,the ball went right into the strike zone.
AXDPFITV1A8A,foul,the batter hit it into foul territory. It went behind him and to the side.
IPL82040UL0H,foul,the batter only hit the ball slightly and in the wrong direction. He hit it behind himself.
2E2WWT3YINIR,play,the batter hit is into fair territory. It was not caught in the air, and he got on base.
XUDM5DW7BMCH,play,it was hit fair into the infield, and the batter got on base.
