elapsed,400207,1619209673071,advanced
8V5IGEVAK1SH,ball,it went out of the strike zone.
UA4FMXLC30S5,play,the batter hit it over the wall and was in bounds.
7QBYTQ79Q954,play,the batter hit the ball and the defensive team didn't make a play.
RMIY3T95L9J4,ball,it went outside of the strike zone.
Y9CUE9DCU52F,strike,the hitter didn't hit even though it was in the strike zone.
KQ24718QEEOX,play,the batter hit it and the defensive team didn't get an out.
QN27G1ZWUIOV,none,the batter hit it foul but the count is already 2-2.
38R947TGRAQY,out,the batter hit it to the defensive team which made an out.
9HB867T6CLDV,ball,it was outside the strike zone.
RMZJXVSYHDUF,ball,it went out of the strike zone.
