elapsed,490110,1617138633125,intermediate
HUBPVOZFLD7C,none,there was no activity of a pitch in the video clip.
D01W0IUICSPK,out,the batter hit the ball to centerfield and the centerfield caught the ball.
0LEEA0MFDBZN,out,the batter hit the ball to right field and the right fielder caught the ball.
PMBD5C1JFCS1,ball,the ball was outside the strike zone.
EI6GUDEFWX55,ball,the ball was below the strike zone.
JAYEADUZO3YS,ball,the ball was below the strike zone.
JFFK5GEUM7CI,strike,the batter swung and missed.
XE9V1QNQRWY6,foul,the batter hit the ball into foul territory.
TXZOEX2V1TP4,foul,the batter hit the ball into foul territory.
PGFOXTWML5BD,foul,the batter hit the ball into foul territory.
