elapsed,620083,1619993060110,intermediate
7TK59MMED4PR,strike,the batter swung and missed the ball. 
OXVEH5JTC2M1,play,the batter hit the ball on the ground and started running to the base
OWETXR5OAJP5,play,the batter swung and hit the ball on the ground towards the fielder
8FXBQMI2TLN0,strike,the ball landed just inside the strike zone. The umpire called it a strike
HSKGY5FP00OS,strike,the batter swung and missed the ball
7RK5HBLR5BKR,ball,the ball landed outside the strike zone. The batter did not swing at the ball
PBJ10ZJB8NQW,play,the batter hit the ball on the ground towards the fielder. The batter made a run after hitting the ball
62R8QCXTRUXV,strike,The batter missed the ball and the ball was inside the strike zone. The umpire called it a strike
6UAZNNTZ9V9D,strike,the batter swung and missed the ball. the ball was inside the strike zone
GYX30D8QH65P,out,the batter swung and hit the ball in the air. The keeper caught the ball.
